accession,spec count,peptide num,avg int m/z_126.127726,avg int m/z_127.124761,avg int m/z_127.131081,avg int m/z_128.128116,avg int m/z_128.134436,avg int m/z_129.131471,avg int m/z_129.13779,avg int m/z_130.134825,avg int m/z_130.141145,avg int m/z_131.13818,avg int m/z_131.1445,avg int m/z_132.141535,avg int m/z_132.147855,avg int m/z_133.14489,avg int m/z_133.15121,avg int m/z_134.148245,norm int m/z_126.127726,norm int m/z_127.124761,norm int m/z_127.131081,norm int m/z_128.128116,norm int m/z_128.134436,norm int m/z_129.131471,norm int m/z_129.13779,norm int m/z_130.134825,norm int m/z_130.141145,norm int m/z_131.13818,norm int m/z_131.1445,norm int m/z_132.141535,norm int m/z_132.147855,norm int m/z_133.14489,norm int m/z_133.15121,norm int m/z_134.148245,description
A0A494BAW2,1,1,864,1122,571,883,832,1020,890,1192,1679,1196,1338,1471,1627,771,1530,1045,1053,1380,968,657,632,1209,1149,1422,2290,791,1522,1180,2389,716,973,1083,Glutathione S-transferase OS=Mus musculus OX=10090 GN=Gstp1 PE=1 SV=1
A0A494BAU3,1,1,864,1122,571,883,832,1020,890,1192,1679,1196,1338,1471,1627,771,1530,1045,1053,1380,968,657,632,1209,1149,1422,2290,791,1522,1180,2389,716,973,1083,glutathione transferase (Fragment) OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=1
A0A494BAS3,1,1,864,1122,571,883,832,1020,890,1192,1679,1196,1338,1471,1627,771,1530,1045,1053,1380,968,657,632,1209,1149,1422,2290,791,1522,1180,2389,716,973,1083,glutathione transferase (Fragment) OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=1
A0A494BAM8,1,1,864,1122,571,883,832,1020,890,1192,1679,1196,1338,1471,1627,771,1530,1045,1053,1380,968,657,632,1209,1149,1422,2290,791,1522,1180,2389,716,973,1083,Glutathione S-transferase P (Fragment) OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=1
A0A494B908,1,1,864,1122,571,883,832,1020,890,1192,1679,1196,1338,1471,1627,771,1530,1045,1053,1380,968,657,632,1209,1149,1422,2290,791,1522,1180,2389,716,973,1083,Glutathione S-transferase P (Fragment) OS=Mus musculus OX=10090 GN=Gstp1 PE=1 SV=1
P46425,1,1,864,1122,571,883,832,1020,890,1192,1679,1196,1338,1471,1627,771,1530,1045,1053,1380,968,657,632,1209,1149,1422,2290,791,1522,1180,2389,716,973,1083,Glutathione S-transferase P 2 OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=2
Reverse_sp|Q9R0Y5-2|KAD1_MOUSE,1,1,859,1530,1236,1914,5988,1610,4552,1997,1607,4621,3232,4077,2371,3501,3397,3358,1047,1882,2095,1424,4549,1909,5877,2383,2192,3059,3677,3271,3482,3252,2161,3481,Isoform 2 of Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1
Reverse_sp|Q9R0Y5|KAD1_MOUSE,1,1,859,1530,1236,1914,5988,1610,4552,1997,1607,4621,3232,4077,2371,3501,3397,3358,1047,1882,2095,1424,4549,1909,5877,2383,2192,3059,3677,3271,3482,3252,2161,3481,Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1
E9Q2Q7,2,2,11709.5,8224,5883.5,5800.5,9741,8625.5,5008,12034.5,11175,14885.5,13155.5,15038.5,12080.5,13142,9614.5,12711.5,14272,10116.5,9976,4315.5,7401,10229.5,6466.5,14360.5,15248,9854.5,14969.5,12066.5,17741,12209,6118.5,13178.5,Transferrin (Fragment) OS=Mus musculus OX=10090 GN=Trf PE=1 SV=1
Reverse_sp|P97372|PSME2_MOUSE,1,1,826,817,240,839,919,417,749,1018,564,1006,448,1207,714,757,708,1142,1006,1005,406,624,698,494,967,1214,769,666,509,968,1048,703,450,1184,Proteasome activator complex subunit 2 OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=4
Reverse_tr|G3X9V0|G3X9V0_MOUSE,1,1,826,817,240,839,919,417,749,1018,564,1006,448,1207,714,757,708,1142,1006,1005,406,624,698,494,967,1214,769,666,509,968,1048,703,450,1184,Proteasome activator complex subunit 2 OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=1
Reverse_tr|E0CZ90|E0CZ90_MOUSE,1,1,826,817,240,839,919,417,749,1018,564,1006,448,1207,714,757,708,1142,1006,1005,406,624,698,494,967,1214,769,666,509,968,1048,703,450,1184,Proteasome activator complex subunit 2 (Fragment) OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=1
Q3UQ40,1,1,537,914,969,1374,2787,1012,1232,861,1153,2265,1931,1686,1133,1756,1543,1717,654,1124,1643,1022,2117,1200,1590,1027,1573,1499,2197,1352,1663,1631,982,1780,Alcohol dehydrogenase 6B (class V) (Fragment) OS=Mus musculus OX=10090 GN=Adh6b PE=2 SV=1
P23506-2,2,2,2570,1806.5,1504,3858.5,3825.5,1769.5,3354,2542.5,1412,5217,2807.5,3888.5,1344,3767,2551.5,2576.5,3132,2222,2549.5,2870.5,2906,2098.5,4330.5,3033.5,1926,3453.5,3194.5,3119.5,1973,3499.5,1623.5,2671,Isoform 2 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1
F7D432,2,2,2570,1806.5,1504,3858.5,3825.5,1769.5,3354,2542.5,1412,5217,2807.5,3888.5,1344,3767,2551.5,2576.5,3132,2222,2549.5,2870.5,2906,2098.5,4330.5,3033.5,1926,3453.5,3194.5,3119.5,1973,3499.5,1623.5,2671,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1
F6V9F1,2,2,2570,1806.5,1504,3858.5,3825.5,1769.5,3354,2542.5,1412,5217,2807.5,3888.5,1344,3767,2551.5,2576.5,3132,2222,2549.5,2870.5,2906,2098.5,4330.5,3033.5,1926,3453.5,3194.5,3119.5,1973,3499.5,1623.5,2671,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (Fragment) OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1
E9PWE0,2,2,2570,1806.5,1504,3858.5,3825.5,1769.5,3354,2542.5,1412,5217,2807.5,3888.5,1344,3767,2551.5,2576.5,3132,2222,2549.5,2870.5,2906,2098.5,4330.5,3033.5,1926,3453.5,3194.5,3119.5,1973,3499.5,1623.5,2671,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1
E0CYV0,2,2,2570,1806.5,1504,3858.5,3825.5,1769.5,3354,2542.5,1412,5217,2807.5,3888.5,1344,3767,2551.5,2576.5,3132,2222,2549.5,2870.5,2906,2098.5,4330.5,3033.5,1926,3453.5,3194.5,3119.5,1973,3499.5,1623.5,2671,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1
P23506,2,2,2570,1806.5,1504,3858.5,3825.5,1769.5,3354,2542.5,1412,5217,2807.5,3888.5,1344,3767,2551.5,2576.5,3132,2222,2549.5,2870.5,2906,2098.5,4330.5,3033.5,1926,3453.5,3194.5,3119.5,1973,3499.5,1623.5,2671,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=3
Reverse_sp|Q9QZ88-2|VPS29_MOUSE,2,2,3507.5,2139.5,26608,29680.5,64089,956,53199,32641,646.5,5335,3567.5,1083.5,35258.5,1789,1930,1830,4274.5,2631.5,45117.5,22084,48696,1133.5,68693.5,38951,881.5,3531.5,4059,869,51780.5,1661.5,1228,1897,Isoform 2 of Vacuolar protein sorting-associated protein 29 OS=Mus musculus OX=10090 GN=Vps29
Reverse_tr|D3Z645|D3Z645_MOUSE,2,2,3507.5,2139.5,26608,29680.5,64089,956,53199,32641,646.5,5335,3567.5,1083.5,35258.5,1789,1930,1830,4274.5,2631.5,45117.5,22084,48696,1133.5,68693.5,38951,881.5,3531.5,4059,869,51780.5,1661.5,1228,1897,Vacuolar protein sorting-associated protein 29 OS=Mus musculus OX=10090 GN=Vps29 PE=1 SV=1
Reverse_sp|Q9QZ88|VPS29_MOUSE,2,2,3507.5,2139.5,26608,29680.5,64089,956,53199,32641,646.5,5335,3567.5,1083.5,35258.5,1789,1930,1830,4274.5,2631.5,45117.5,22084,48696,1133.5,68693.5,38951,881.5,3531.5,4059,869,51780.5,1661.5,1228,1897,Vacuolar protein sorting-associated protein 29 OS=Mus musculus OX=10090 GN=Vps29 PE=1 SV=1
Reverse_sp|Q5SS80-2|DHR13_MOUSE,1,1,0,0,0,290,812,295,667,670,312,391,301,422,424,426,571,533,NA,NA,NA,215,616,349,861,799,425,258,342,338,622,395,363,552,Isoform 2 of Dehydrogenase/reductase SDR family member 13 OS=Mus musculus OX=10090 GN=Dhrs13
Reverse_tr|B0QZT2|B0QZT2_MOUSE,1,1,0,0,0,290,812,295,667,670,312,391,301,422,424,426,571,533,NA,NA,NA,215,616,349,861,799,425,258,342,338,622,395,363,552,Dehydrogenase/reductase 13 OS=Mus musculus OX=10090 GN=Dhrs13 PE=1 SV=1
Reverse_sp|Q5SS80|DHR13_MOUSE,1,1,0,0,0,290,812,295,667,670,312,391,301,422,424,426,571,533,NA,NA,NA,215,616,349,861,799,425,258,342,338,622,395,363,552,Dehydrogenase/reductase SDR family member 13 OS=Mus musculus OX=10090 GN=Dhrs13 PE=1 SV=1
E9PZW0,30,30,2055.14,3064.36,2329.04,5011.21,5107.18,3109.39,1955.61,2432.39,3095.07,3825.96,3404.18,4821.25,2319.21,3705.43,7732.46,3485.71,2504.57,3769.39,3948.75,3728.36,3880,3687.32,2524.79,2902.18,4222.75,2532.61,3873.21,3868.14,3405.61,3442.18,4920.64,3613.39,Desmoplakin OS=Mus musculus OX=10090 GN=Dsp PE=1 SV=1
Reverse_sp|Q5EBH1|RASF5_MOUSE,1,1,6842,12890,5408,10459,21191,9523,8681,14944,11024,20912,11765,19054,11008,22282,13511,17382,8339,15857,9170,7782,16101,11294,11209,17833,15042,13845,13387,15289,16166,20701,8598,18021,Ras association domain-containing protein 5 OS=Mus musculus OX=10090 GN=Rassf5 PE=1 SV=1
Q9CZJ9,1,1,6840,6795,2542,4709,8729,5084,7587,3274,6016,11281,7630,8132,3858,6868,7125,7186,8337,8359,4310,3503,6632,6029,9796,3906,8208,7468,8682,6525,5665,6380,4534,7450,DnaJ homolog subfamily C member 18 OS=Mus musculus OX=10090 GN=Dnajc18 PE=2 SV=1
A0A494BB56,1,1,6840,6795,2542,4709,8729,5084,7587,3274,6016,11281,7630,8132,3858,6868,7125,7186,8337,8359,4310,3503,6632,6029,9796,3906,8208,7468,8682,6525,5665,6380,4534,7450,DnaJ heat shock protein family (Hsp40) member C18 (Fragment) OS=Mus musculus OX=10090 GN=Dnajc18 PE=1 SV=1
Reverse_sp|Q91WA4|CXXC5_MOUSE,1,1,898,1428,500,945,1468,628,675,0,1230,1794,0,719,1087,1494,964,971,1094,1756,847,703,1115,744,871,NA,1678,1187,NA,576,1596,1388,613,1006,CXXC-type zinc finger protein 5 OS=Mus musculus OX=10090 GN=Cxxc5 PE=2 SV=1
Reverse_tr|A0A494BAH9|A0A494BAH9_MOUSE,1,1,898,1428,500,945,1468,628,675,0,1230,1794,0,719,1087,1494,964,971,1094,1756,847,703,1115,744,871,NA,1678,1187,NA,576,1596,1388,613,1006,CXXC finger 5 (Fragment) OS=Mus musculus OX=10090 GN=Cxxc5 PE=1 SV=1
Reverse_tr|A0A494BAD9|A0A494BAD9_MOUSE,1,1,898,1428,500,945,1468,628,675,0,1230,1794,0,719,1087,1494,964,971,1094,1756,847,703,1115,744,871,NA,1678,1187,NA,576,1596,1388,613,1006,CXXC finger 5 (Fragment) OS=Mus musculus OX=10090 GN=Cxxc5 PE=1 SV=1
Reverse_tr|A0A494B9V4|A0A494B9V4_MOUSE,1,1,898,1428,500,945,1468,628,675,0,1230,1794,0,719,1087,1494,964,971,1094,1756,847,703,1115,744,871,NA,1678,1187,NA,576,1596,1388,613,1006,CXXC finger 5 (Fragment) OS=Mus musculus OX=10090 GN=Cxxc5 PE=1 SV=1
Reverse_tr|A0A494B9T4|A0A494B9T4_MOUSE,1,1,898,1428,500,945,1468,628,675,0,1230,1794,0,719,1087,1494,964,971,1094,1756,847,703,1115,744,871,NA,1678,1187,NA,576,1596,1388,613,1006,CXXC finger 5 (Fragment) OS=Mus musculus OX=10090 GN=Cxxc5 PE=1 SV=1
H3BKR2,2,2,2113,1618.5,1239,5200.5,3895,1896,2682,2675,1588,4505.5,2201,3424.5,1755.5,2767,3705,2301,2575,1991,2100,3869,2959,2248.5,3462.5,3191.5,2166.5,2982.5,2504.5,2747.5,2577.5,2570,2357.5,2385,"Guanine nucleotide binding protein (G protein), beta 1 (Fragment) OS=Mus musculus OX=10090 GN=Gnb1 PE=1 SV=8"
H3BLF7,2,2,2113,1618.5,1239,5200.5,3895,1896,2682,2675,1588,4505.5,2201,3424.5,1755.5,2767,3705,2301,2575,1991,2100,3869,2959,2248.5,3462.5,3191.5,2166.5,2982.5,2504.5,2747.5,2577.5,2570,2357.5,2385,"Guanine nucleotide binding protein (G protein), beta 1 (Fragment) OS=Mus musculus OX=10090 GN=Gnb1 PE=1 SV=1"
A0A0A6YXF6,1,1,2757,2801,1509,17114,4551,2645,3310,4599,1665,6932,4587,6331,2091,5335,5539,4413,3360,3445,2558,12734,3457,3136,4274,5488,2271,4589,5219,5080,3070,4956,3525,4575,Ras homolog family member A (Fragment) OS=Mus musculus OX=10090 GN=Rhoa PE=1 SV=1
A0A087WR90,2,2,1112,799,371.5,2034.5,1597.5,741.5,1299,974.5,627.5,1725,889.5,1397,689,1329,1403.5,967,1355,982.5,629.5,1513,1213.5,879,1677,1162.5,856,1141.5,1011.5,1120.5,1011.5,1234,892.5,1002,Abl interactor 2 (Fragment) OS=Mus musculus OX=10090 GN=Abi2 PE=1 SV=6
Q9DAK9,2,2,8452.5,3313,3601.5,14890,6937.5,5303,5552.5,7240,3553,8266,8152.5,7691,3987.5,7763.5,7907,6054,10302,4075.5,6106.5,11079,5271,6288.5,7169.5,8639,4847.5,5472,9276,6171,5855.5,7212.5,5031.5,6276.5,14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1
O55142,1,1,4861,4383,1954,3512,3713,3067,3664,3179,3552,4329,3511,5356,3248,2137,3510,3360,5924,5392,3313,2613,2821,3637,4731,3793,4846,2866,3995,4297,4770,1985,2233,3483,Large ribosomal subunit protein eL33 OS=Mus musculus OX=10090 GN=Rpl35a PE=1 SV=2
P11499,6,6,2762.33,2016.67,1623,8283.17,2363.33,2580.33,2150.67,2477.5,2202.67,4302.83,2846.5,3230.33,2196.67,1780.5,3172.5,1962.67,3366.67,2480.67,2751.5,6163,1795.33,3060,2776.67,2956.17,3005,2848.33,3238.83,2591.67,3225.67,1653.67,2018.67,2034.67,Heat shock protein HSP 90-beta OS=Mus musculus OX=10090 GN=Hsp90ab1 PE=1 SV=3
Reverse_sp|Q8K1B8|URP2_MOUSE,2,2,0,0,389,532,776,343,1157,0,550,796,440,759,555,650,898,482,NA,NA,659,395,589,406,1493,NA,750,527,500,609,815,603,571,499,Fermitin family homolog 3 OS=Mus musculus OX=10090 GN=Fermt3 PE=1 SV=1
Q9DCV7,8,8,6951.75,12205.88,10101.88,32130.62,11452.38,13577.75,5723.62,4053,8972,8967.38,9327.5,11512.88,4883.62,6277.38,25732.88,9510.12,8472.62,15015.38,17128.88,23907.62,8701.25,16102.75,7390.25,4836.12,12241.62,5936.75,10613.38,9237.62,7171.62,5831.62,16376.75,9859.75,"Keratin, type II cytoskeletal 7 OS=Mus musculus OX=10090 GN=Krt7 PE=1 SV=1"
Reverse_tr|A0A087WPL8|A0A087WPL8_MOUSE,1,1,332,508,0,0,628,279,540,212,0,293,0,684,0,0,0,318,404,624,NA,NA,477,330,697,252,NA,193,NA,548,NA,NA,NA,329,Autophagy-related protein 9 (Fragment) OS=Mus musculus OX=10090 GN=Atg9a PE=1 SV=1
Q3TLP5-2,1,1,886,794,531,1267,1283,947,1279,1088,712,1922,1299,1869,753,1341,1177,1437,1079,976,900,942,974,1123,1651,1298,971,1272,1478,1499,1105,1245,749,1489,"Isoform 2 of Enoyl-CoA hydratase domain-containing protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Echdc2"
Q9D855,4,4,2018.5,1628.5,565.25,3630.25,444.5,1668.25,459,887,1256,2015.5,1905.25,2741.75,679.75,1863.5,1741,1566.25,2460,2002.75,958,2701,337.25,1978,592.25,1058,1713.5,1334,2167.5,2199.75,998,1730.75,1107.25,1623.25,Cytochrome b-c1 complex subunit 7 OS=Mus musculus OX=10090 GN=Uqcrb PE=1 SV=3
Q9CQB4,4,4,2018.5,1628.5,565.25,3630.25,444.5,1668.25,459,887,1256,2015.5,1905.25,2741.75,679.75,1863.5,1741,1566.25,2460,2002.75,958,2701,337.25,1978,592.25,1058,1713.5,1334,2167.5,2199.75,998,1730.75,1107.25,1623.25,Cytochrome b-c1 complex subunit 7 OS=Mus musculus OX=10090 GN=Uqcrb PE=1 SV=1
Q6NXH9,23,23,25860.35,35587.39,32718.7,21246.26,29273.26,39674.13,19501.61,12439.65,34822.26,21782.7,31904.83,26770.57,11322.13,20304.13,41849.39,23093.52,31520.04,43779.91,55479.48,15808.65,22242,47053.13,25181.26,14843.91,47514.09,14421.3,36304.61,21480.61,16627.26,18863.3,26633.91,23942.74,"Keratin, type II cytoskeletal 73 OS=Mus musculus OX=10090 GN=Krt73 PE=1 SV=1"
Reverse_sp|Q64280|LFTY1_MOUSE,1,1,1523,7165,374,5435,12686,6355,5580,5081,1470,17568,5249,6895,1581,9575,6904,6338,1856,8814,634,4044,9639,7537,7205,6063,2005,11631,5972,5532,2321,8895,4393,6571,Left-right determination factor 1 OS=Mus musculus OX=10090 GN=Lefty1 PE=2 SV=1
Reverse_sp|Q64527|WNT8A_MOUSE,1,1,301,0,533,541,695,269,0,435,473,0,539,430,418,723,723,0,366,NA,903,402,528,319,NA,519,645,NA,613,345,613,671,460,NA,Protein Wnt-8a OS=Mus musculus OX=10090 GN=Wnt8a PE=2 SV=2
Q61711,5,5,4977.6,4278.4,4396.2,3755.2,6553.6,5027.4,3581,3153,4178.6,3813.8,4293.2,9251.2,3782.6,6191.2,4199.8,4151.8,6066.6,5263,7454.2,2793.6,4979,5962,4623.6,3762,5701,2524.2,4884.8,7422.8,5554.8,5751.6,2672.4,4304,Integrin-binding sialoprotein OS=Mus musculus OX=10090 GN=Ibsp PE=2 SV=2
Reverse_sp|O89113|IER5_MOUSE,1,1,1586,1306,1846,1713,1246,1945,1285,1166,2112,1709,1727,1951,1370,1679,1791,2065,1933,1606,3130,1274,946,2306,1659,1391,2881,1131,1965,1565,2011,1559,1139,2140,Immediate early response gene 5 protein OS=Mus musculus OX=10090 GN=Ier5 PE=2 SV=1
Reverse_tr|A2AI93|A2AI93_MOUSE,1,1,2961,0,1815,3303,2020,0,1782,3337,0,2593,2023,1870,3809,2176,3791,3429,3609,NA,3077,2457,1534,NA,2301,3982,NA,1716,2302,1500,5593,2021,2412,3555,DMRT-like family C1b OS=Mus musculus OX=10090 GN=Dmrtc1b PE=1 SV=1
Reverse_tr|Q2PMX7|Q2PMX7_MOUSE,1,1,2961,0,1815,3303,2020,0,1782,3337,0,2593,2023,1870,3809,2176,3791,3429,3609,NA,3077,2457,1534,NA,2301,3982,NA,1716,2302,1500,5593,2021,2412,3555,DMRT-like family C1b OS=Mus musculus OX=10090 GN=Dmrtc1b PE=1 SV=1
Reverse_tr|Q2PMX6|Q2PMX6_MOUSE,1,1,2961,0,1815,3303,2020,0,1782,3337,0,2593,2023,1870,3809,2176,3791,3429,3609,NA,3077,2457,1534,NA,2301,3982,NA,1716,2302,1500,5593,2021,2412,3555,DMRT-like family C1b OS=Mus musculus OX=10090 GN=Dmrtc1b PE=1 SV=1
Q8C7H1,1,1,3752,4264,3874,9141,16059,1112,7232,13081,3606,7353,9565,18038,7455,13359,26927,12089,4573,5245,6569,6801,12201,1318,9338,15609,4920,4868,10884,14473,10948,12411,17137,12533,"Methylmalonic aciduria type A homolog, mitochondrial OS=Mus musculus OX=10090 GN=Mmaa PE=1 SV=1"
Q8R4W6,1,1,1452,3356,3594,2849,7299,4338,5381,3451,2714,7284,4505,7343,2942,6445,5976,4988,1769,4128,6094,2119,5545,5144,6948,4118,3703,4822,5126,5892,4320,5987,3803,5171,Procollagen C-endopeptidase enhancer 2 OS=Mus musculus OX=10090 GN=Pcolce2 PE=2 SV=2
P16330-2,6,6,5830.33,4197.33,4286.67,7263.33,3688.83,3902.17,5013.67,3283.83,3406,4708.83,6723.67,9458.17,4098.83,3787.83,4988.17,3613.67,7106,5163.33,7268.33,5404,2802.5,4627.5,6473.67,3918.33,4646.83,3117.17,7650.5,7588.83,6019,3518.67,3174.33,3746.17,"Isoform CNPI of 2&#039;,3&#039;-cyclic-nucleotide 3&#039;-phosphodiesterase OS=Mus musculus OX=10090 GN=Cnp"
P16330,6,6,5830.33,4197.33,4286.67,7263.33,3688.83,3902.17,5013.67,3283.83,3406,4708.83,6723.67,9458.17,4098.83,3787.83,4988.17,3613.67,7106,5163.33,7268.33,5404,2802.5,4627.5,6473.67,3918.33,4646.83,3117.17,7650.5,7588.83,6019,3518.67,3174.33,3746.17,"2&#039;,3&#039;-cyclic-nucleotide 3&#039;-phosphodiesterase OS=Mus musculus OX=10090 GN=Cnp PE=1 SV=3"
Reverse_sp|Q91YR9|PTGR1_MOUSE,2,2,886,1213,329,1284,2673.5,1239,1274,1425,581,2913,1008,1188.5,386,1242,1342,1620,1079.5,1492,557.5,955,2031,1469,1644.5,1700,792.5,1928,1147,953.5,566.5,1153.5,854,1679.5,Prostaglandin reductase 1 OS=Mus musculus OX=10090 GN=Ptgr1 PE=1 SV=2
A2AHR2,1,1,1306,741,839,1033,1503,813,1112,1054,728,1600,1043,1499,0,1075,1824,1178,1591,911,1422,768,1142,964,1435,1257,993,1059,1186,1202,NA,998,1160,1221,Acyl-Coenzyme A binding domain containing 4 OS=Mus musculus OX=10090 GN=Acbd4 PE=1 SV=1
B0QZY4,1,1,1306,741,839,1033,1503,813,1112,1054,728,1600,1043,1499,0,1075,1824,1178,1591,911,1422,768,1142,964,1435,1257,993,1059,1186,1202,NA,998,1160,1221,Acyl-Coenzyme A binding domain containing 4 (Fragment) OS=Mus musculus OX=10090 GN=Acbd4 PE=1 SV=8
P63158,1,1,23934,23836,7817,130834,11525,19645,9110,17366,15293,54912,26005,43594,8294,25837,24520,20640,29172,29323,13255,97352,8756,23298,11763,20723,20867,36355,29591,34980,12180,24004,15605,21399,High mobility group protein B1 OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=2
A0A0J9YUZ4,1,1,23934,23836,7817,130834,11525,19645,9110,17366,15293,54912,26005,43594,8294,25837,24520,20640,29172,29323,13255,97352,8756,23298,11763,20723,20867,36355,29591,34980,12180,24004,15605,21399,High mobility group box 1 (Fragment) OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=1
A0A0J9YUD8,1,1,23934,23836,7817,130834,11525,19645,9110,17366,15293,54912,26005,43594,8294,25837,24520,20640,29172,29323,13255,97352,8756,23298,11763,20723,20867,36355,29591,34980,12180,24004,15605,21399,High mobility group box 1 OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=1
Reverse_sp|Q9JKL5|CHP3_MOUSE,3,3,348.33,150,207.67,195.33,275.33,134,2802.67,168,251.33,350.67,243.33,342,0,355.67,463,164.33,424.33,184.33,352,145.33,209,158.67,3618.33,200.33,342.67,232,276.67,274.33,NA,330.33,294.33,170.33,Calcineurin B homologous protein 3 OS=Mus musculus OX=10090 GN=Tesc PE=1 SV=2
Q9WVA4,6,6,463.33,448.5,481.5,1791,851.67,308.83,888.33,717.83,447.67,1440.83,746.83,1144.33,417.67,842.83,644.83,614.5,564.5,551.5,816.17,1332.33,646.67,365.83,1146.67,856.33,610.33,953.5,849.33,917.83,613.17,782.33,410.17,636.83,Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4
P11679,6,6,7399.33,12952.83,11464,31055,16177.83,13853.67,7468,5147.67,8565.67,11468.17,9404,12336.67,6113.33,7537.5,27261,10270.17,9018.17,15934.33,19438.67,23107.17,12291.67,16430,9642.67,6142.5,11687.33,7592.33,10700.5,9898.5,8977.5,7002.33,17349.33,10647.83,"Keratin, type II cytoskeletal 8 OS=Mus musculus OX=10090 GN=Krt8 PE=1 SV=4"
Reverse_sp|Q9D7G4|EURL_MOUSE,2,2,36791.5,50142.5,12619.5,35000,59763.5,21123.5,36856,27625.5,28414.5,114971,54745,52356,17759.5,51046.5,67478,51630,44843.5,61686,21398,26043,45409.5,25052,47590,32965.5,38770.5,76119,62294.5,42011,26081,47425,42944.5,53529,Protein EURL homolog OS=Mus musculus OX=10090 GN=Eurl PE=1 SV=1
Reverse_tr|A0A338P742|A0A338P742_MOUSE,2,2,36791.5,50142.5,12619.5,35000,59763.5,21123.5,36856,27625.5,28414.5,114971,54745,52356,17759.5,51046.5,67478,51630,44843.5,61686,21398,26043,45409.5,25052,47590,32965.5,38770.5,76119,62294.5,42011,26081,47425,42944.5,53529,"DNA segment, Chr 16, ERATO Doi 472, expressed (Fragment) OS=Mus musculus OX=10090 GN=D16Ertd472e PE=1 SV=1"
Reverse_tr|A0A338P6Y7|A0A338P6Y7_MOUSE,2,2,36791.5,50142.5,12619.5,35000,59763.5,21123.5,36856,27625.5,28414.5,114971,54745,52356,17759.5,51046.5,67478,51630,44843.5,61686,21398,26043,45409.5,25052,47590,32965.5,38770.5,76119,62294.5,42011,26081,47425,42944.5,53529,"DNA segment, Chr 16, ERATO Doi 472, expressed OS=Mus musculus OX=10090 GN=D16Ertd472e PE=1 SV=1"
B1ATY9,2,2,6276.5,1626,1385.5,12759.5,942.5,2184.5,2393.5,1892,1166.5,5682,2382,4773,541.5,2837.5,1874,1704,7650,2000,2349,9494,715.5,2590,3090.5,2257,1591,3761.5,2710,3829.5,795,2636,1192,1766.5,HGF-regulated tyrosine kinase substrate (Fragment) OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=1
P31041,1,1,0,863,0,497,1977,436,1507,952,483,685,743,604,796,1757,916,891,NA,1061,NA,369,1502,517,1945,1136,659,453,845,484,1169,1632,582,923,T-cell-specific surface glycoprotein CD28 OS=Mus musculus OX=10090 GN=Cd28 PE=1 SV=2
A0A0J9YV84,1,1,0,362,384,523,843,0,552,785,312,561,682,782,781,894,569,809,NA,445,651,389,640,NA,712,936,425,371,776,627,1146,830,362,838,"Solute carrier family 12, member 5 OS=Mus musculus OX=10090 GN=Slc12a5 PE=1 SV=1"
Reverse_sp|Q8BRX9|MARH3_MOUSE,2,2,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,E3 ubiquitin-protein ligase MARCHF3 OS=Mus musculus OX=10090 GN=Marchf3 PE=2 SV=1
Reverse_tr|F8WJC4|F8WJC4_MOUSE,2,2,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,E3 ubiquitin-protein ligase MARCHF3 OS=Mus musculus OX=10090 GN=Marchf3 PE=4 SV=1
contaminant_NRL_1MCOL,1,1,447,0,0,263,0,304,0,0,0,415,424,505,0,364,765,0,544,NA,NA,195,NA,360,NA,NA,NA,274,482,405,NA,338,486,NA,"owl|| Immunoglobulin g1 (igg1) (mcg) with a hinge deletion, chain L..."
